"studentnummer","sexe","etniciteit","huiswerk","schooltype","wiskundetoets","voldoende"
18,"man","blank",4,"publiek",63.0499992370605,"wiskundetoets WEL gehaald"
27,"vrouw","blank",4,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
57,"vrouw","blank",4,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
83,"man","Aziatisch",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
12,"vrouw","Zuid-Amerikaans",4,"publiek",51.2700004577637,"wiskundetoets niet gehaald"
4,"vrouw","blank",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
68,"vrouw","blank",4,"publiek",67.9800033569336,"wiskundetoets WEL gehaald"
77,"man","blank",4,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
92,"man","Aziatisch",4,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
41,"vrouw","blank",4,"publiek",68.9400024414062,"wiskundetoets WEL gehaald"
70,"vrouw","blank",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
18,"vrouw","Aziatisch",4,"prive openbaar (geen religie)",65.629997253418,"wiskundetoets WEL gehaald"
51,"vrouw","Aziatisch",4,"prive openbaar (geen religie)",65.3300018310547,"wiskundetoets WEL gehaald"
57,"man","blank",4,"prive openbaar (geen religie)",70.120002746582,"wiskundetoets WEL gehaald"
80,"man","blank",4,"prive openbaar (geen religie)",56.3499984741211,"wiskundetoets WEL gehaald"
5,"vrouw","blank",4,"prive openbaar (geen religie)",71.2200012207031,"wiskundetoets WEL gehaald"
14,"vrouw","blank",4,"prive openbaar (geen religie)",68.9400024414062,"wiskundetoets WEL gehaald"
21,"vrouw","blank",4,"prive openbaar (geen religie)",70.0400009155273,"wiskundetoets WEL gehaald"
24,"vrouw","blank",4,"prive openbaar (geen religie)",60.9900016784668,"wiskundetoets WEL gehaald"
26,"vrouw","blank",4,"prive openbaar (geen religie)",64.2300033569336,"wiskundetoets WEL gehaald"
27,"vrouw","blank",4,"prive openbaar (geen religie)",64.5199966430664,"wiskundetoets WEL gehaald"
39,"vrouw","zwart",4,"prive openbaar (geen religie)",66.5800018310547,"wiskundetoets WEL gehaald"
53,"vrouw","blank",4,"prive openbaar (geen religie)",67.6900024414062,"wiskundetoets WEL gehaald"
71,"vrouw","blank",4,"prive openbaar (geen religie)",70.0400009155273,"wiskundetoets WEL gehaald"
80,"vrouw","blank",4,"prive openbaar (geen religie)",70.0400009155273,"wiskundetoets WEL gehaald"
90,"vrouw","blank",4,"prive openbaar (geen religie)",71.2200012207031,"wiskundetoets WEL gehaald"
96,"vrouw","blank",4,"prive openbaar (geen religie)",67.7600021362305,"wiskundetoets WEL gehaald"
98,"vrouw","blank",4,"prive openbaar (geen religie)",67.8300018310547,"wiskundetoets WEL gehaald"
45,"vrouw","blank",4,"prive openbaar (geen religie)",64.2300033569336,"wiskundetoets WEL gehaald"
3,"man","blank",4,"prive openbaar (geen religie)",59.5099983215332,"wiskundetoets WEL gehaald"
49,"man","Zuid-Amerikaans",4,"prive openbaar (geen religie)",59.8800010681152,"wiskundetoets WEL gehaald"
13,"man","Aziatisch",4,"prive andere religie",64.5199966430664,"wiskundetoets WEL gehaald"
17,"man","blank",4,"prive andere religie",65.4100036621094,"wiskundetoets WEL gehaald"
26,"vrouw","blank",4,"prive andere religie",67.7600021362305,"wiskundetoets WEL gehaald"
45,"vrouw","blank",4,"prive andere religie",65.3300018310547,"wiskundetoets WEL gehaald"
47,"man","zwart",4,"prive andere religie",65.4100036621094,"wiskundetoets WEL gehaald"
92,"vrouw","blank",4,"prive andere religie",60.689998626709,"wiskundetoets WEL gehaald"
63,"vrouw","blank",4,"prive andere religie",54.8800010681152,"wiskundetoets niet gehaald"
67,"vrouw","blank",4,"prive andere religie",52.5900001525879,"wiskundetoets niet gehaald"
74,"man","blank",4,"prive andere religie",59.439998626709,"wiskundetoets WEL gehaald"
22,"man","blank",4,"prive openbaar (geen religie)",68.0599975585938,"wiskundetoets WEL gehaald"
27,"man","blank",4,"prive openbaar (geen religie)",71.2200012207031,"wiskundetoets WEL gehaald"
57,"vrouw","blank",4,"prive openbaar (geen religie)",66.5100021362305,"wiskundetoets WEL gehaald"
64,"vrouw","blank",4,"prive openbaar (geen religie)",58.8499984741211,"wiskundetoets WEL gehaald"
76,"vrouw","blank",4,"prive openbaar (geen religie)",59.5900001525879,"wiskundetoets WEL gehaald"
82,"man","blank",4,"prive openbaar (geen religie)",58.6300010681152,"wiskundetoets WEL gehaald"
84,"vrouw","Zuid-Amerikaans",4,"prive openbaar (geen religie)",50.1599998474121,"wiskundetoets niet gehaald"
5,"man","blank",4,"prive andere religie",45.8199996948242,"wiskundetoets niet gehaald"
14,"man","blank",4,"prive andere religie",67.9800033569336,"wiskundetoets WEL gehaald"
24,"vrouw","blank",4,"prive andere religie",59.5900001525879,"wiskundetoets WEL gehaald"
58,"man","blank",4,"prive andere religie",66.5800018310547,"wiskundetoets WEL gehaald"
10,"vrouw","blank",4,"prive andere religie",67.6900024414062,"wiskundetoets WEL gehaald"
11,"man","blank",4,"prive andere religie",61.939998626709,"wiskundetoets WEL gehaald"
43,"man","blank",4,"prive andere religie",65.629997253418,"wiskundetoets WEL gehaald"
97,"man","blank",4,"prive andere religie",53.7000007629395,"wiskundetoets niet gehaald"
25,"vrouw","Indiaan/Alaska",4,"prive andere religie",66.5100021362305,"wiskundetoets WEL gehaald"
47,"vrouw","Aziatisch",4,"prive andere religie",51.7099990844727,"wiskundetoets niet gehaald"
62,"man","blank",4,"prive andere religie",66.5100021362305,"wiskundetoets WEL gehaald"
70,"vrouw","blank",4,"prive andere religie",44.3499984741211,"wiskundetoets niet gehaald"
96,"man","blank",4,"prive andere religie",59.5099983215332,"wiskundetoets WEL gehaald"
16,"man","blank",4,"prive andere religie",57.310001373291,"wiskundetoets WEL gehaald"
8,"vrouw","blank",4,"prive andere religie",51.3400001525879,"wiskundetoets niet gehaald"
72,"man","blank",4,"prive andere religie",64.5199966430664,"wiskundetoets WEL gehaald"
50,"vrouw","Zuid-Amerikaans",4,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
66,"vrouw","Zuid-Amerikaans",4,"publiek",46.7000007629395,"wiskundetoets niet gehaald"
78,"vrouw","blank",4,"publiek",63.3400001525879,"wiskundetoets WEL gehaald"
89,"vrouw","blank",4,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
96,"vrouw","blank",4,"publiek",43.0200004577637,"wiskundetoets niet gehaald"
38,"vrouw","blank",4,"publiek",43.1699981689453,"wiskundetoets niet gehaald"
10,"vrouw","zwart",4,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
73,"man","blank",4,"publiek",70.120002746582,"wiskundetoets WEL gehaald"
5,"vrouw","Zuid-Amerikaans",4,"publiek",56.3499984741211,"wiskundetoets WEL gehaald"
66,"man","blank",4,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
25,"man","blank",4,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
70,"man","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
50,"vrouw","blank",4,"publiek",42.7299995422363,"wiskundetoets niet gehaald"
52,"vrouw","blank",4,"publiek",61.7999992370605,"wiskundetoets WEL gehaald"
26,"man","zwart",4,"publiek",40.810001373291,"wiskundetoets niet gehaald"
54,"vrouw","zwart",4,"publiek",47.810001373291,"wiskundetoets niet gehaald"
70,"vrouw","zwart",4,"publiek",38.75,"wiskundetoets niet gehaald"
82,"vrouw","blank",4,"publiek",48.6199989318848,"wiskundetoets niet gehaald"
60,"man","blank",4,"publiek",58.7000007629395,"wiskundetoets WEL gehaald"
61,"vrouw","zwart",4,"publiek",63.2000007629395,"wiskundetoets WEL gehaald"
65,"vrouw","blank",4,"publiek",50.4599990844727,"wiskundetoets niet gehaald"
76,"man","blank",4,"publiek",44.6399993896484,"wiskundetoets niet gehaald"
0,"vrouw","blank",4,"publiek",52.8899993896484,"wiskundetoets niet gehaald"
16,"man","blank",4,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
40,"man","Aziatisch",4,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
62,"vrouw","blank",4,"publiek",60.25,"wiskundetoets WEL gehaald"
69,"man","blank",4,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
82,"man","blank",4,"publiek",47.810001373291,"wiskundetoets niet gehaald"
94,"man","blank",4,"publiek",50.75,"wiskundetoets niet gehaald"
38,"man","blank",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
45,"man","Zuid-Amerikaans",4,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
85,"man","blank",4,"publiek",38.4599990844727,"wiskundetoets niet gehaald"
86,"vrouw","blank",4,"publiek",49.060001373291,"wiskundetoets niet gehaald"
87,"man","blank",4,"publiek",40.810001373291,"wiskundetoets niet gehaald"
89,"man","blank",4,"publiek",57.1599998474121,"wiskundetoets WEL gehaald"
57,"vrouw","blank",4,"publiek",50.0900001525879,"wiskundetoets niet gehaald"
79,"vrouw","blank",4,"publiek",47.9500007629395,"wiskundetoets niet gehaald"
35,"vrouw","blank",4,"publiek",52.4500007629395,"wiskundetoets niet gehaald"
49,"vrouw","blank",4,"publiek",55.9799995422363,"wiskundetoets WEL gehaald"
77,"vrouw","Aziatisch",4,"publiek",60.9900016784668,"wiskundetoets WEL gehaald"
12,"man","blank",4,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
27,"vrouw","blank",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
91,"man","blank",4,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
20,"vrouw","blank",4,"publiek",61.060001373291,"wiskundetoets WEL gehaald"
49,"man","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
82,"man","blank",4,"publiek",36.5400009155273,"wiskundetoets niet gehaald"
11,"man","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
29,"man","blank",4,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
30,"man","blank",4,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
76,"man","blank",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
7,"man","zwart",4,"publiek",43.1699981689453,"wiskundetoets niet gehaald"
22,"vrouw","zwart",4,"publiek",46.6300010681152,"wiskundetoets niet gehaald"
22,"vrouw","blank",4,"publiek",44.2700004577637,"wiskundetoets niet gehaald"
64,"man","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
97,"man","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
44,"vrouw","blank",4,"publiek",60.6199989318848,"wiskundetoets WEL gehaald"
72,"man","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
94,"man","blank",4,"publiek",38.5999984741211,"wiskundetoets niet gehaald"
11,"man","zwart",4,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
18,"vrouw","blank",4,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
51,"man","blank",4,"publiek",67.9800033569336,"wiskundetoets WEL gehaald"
63,"man","blank",4,"publiek",62.1699981689453,"wiskundetoets WEL gehaald"
54,"vrouw","blank",4,"publiek",44.2700004577637,"wiskundetoets niet gehaald"
19,"man","blank",4,"publiek",54.0699996948242,"wiskundetoets niet gehaald"
9,"man","blank",4,"publiek",61.8699989318848,"wiskundetoets WEL gehaald"
10,"man","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
31,"vrouw","blank",4,"publiek",51.4099998474121,"wiskundetoets niet gehaald"
46,"vrouw","blank",4,"publiek",55.9799995422363,"wiskundetoets WEL gehaald"
56,"man","blank",4,"publiek",66.9499969482422,"wiskundetoets WEL gehaald"
64,"vrouw","blank",4,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
77,"vrouw","blank",4,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
86,"man","blank",4,"publiek",52.4500007629395,"wiskundetoets niet gehaald"
90,"vrouw","blank",4,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
6,"man","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
27,"man","blank",4,"publiek",64.3000030517578,"wiskundetoets WEL gehaald"
93,"man","blank",4,"publiek",50.75,"wiskundetoets niet gehaald"
38,"vrouw","Zuid-Amerikaans",4,"publiek",47.7299995422363,"wiskundetoets niet gehaald"
60,"vrouw","blank",4,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
71,"man","blank",4,"publiek",43.2400016784668,"wiskundetoets niet gehaald"
44,"man","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
80,"man","blank",4,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
65,"man","Zuid-Amerikaans",4,"publiek",61.8699989318848,"wiskundetoets WEL gehaald"
85,"man","Aziatisch",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
55,"vrouw","blank",4,"publiek",51.2700004577637,"wiskundetoets niet gehaald"
37,"vrouw","blank",4,"publiek",38.5299987792969,"wiskundetoets niet gehaald"
20,"man","zwart",4,"publiek",37.2000007629395,"wiskundetoets niet gehaald"
24,"vrouw","blank",4,"publiek",40,"wiskundetoets niet gehaald"
93,"man","zwart",4,"publiek",32.9300003051758,"wiskundetoets niet gehaald"
51,"man","blank",4,"publiek",47.7299995422363,"wiskundetoets niet gehaald"
59,"man","blank",4,"publiek",57.0800018310547,"wiskundetoets WEL gehaald"
37,"man","blank",4,"publiek",54.8800010681152,"wiskundetoets niet gehaald"
70,"man","Zuid-Amerikaans",4,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
23,"man","blank",4,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
23,"man","zwart",4,"publiek",40.1500015258789,"wiskundetoets niet gehaald"
27,"man","blank",4,"publiek",58.7799987792969,"wiskundetoets WEL gehaald"
33,"vrouw","blank",4,"publiek",47.7299995422363,"wiskundetoets niet gehaald"
43,"vrouw","blank",4,"publiek",58.4099998474121,"wiskundetoets WEL gehaald"
62,"man","blank",4,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
83,"man","blank",4,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
37,"vrouw","blank",4,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
83,"vrouw","blank",4,"publiek",57.310001373291,"wiskundetoets WEL gehaald"
10,"vrouw","Zuid-Amerikaans",4,"publiek",33.8899993896484,"wiskundetoets niet gehaald"
26,"man","Zuid-Amerikaans",4,"publiek",40.7400016784668,"wiskundetoets niet gehaald"
58,"vrouw","blank",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
42,"vrouw","Aziatisch",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
36,"vrouw","blank",4,"publiek",40.810001373291,"wiskundetoets niet gehaald"
11,"vrouw","blank",4,"publiek",69.2300033569336,"wiskundetoets WEL gehaald"
3,"man","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
88,"man","blank",4,"publiek",51.3400001525879,"wiskundetoets niet gehaald"
24,"man","Aziatisch",4,"publiek",65.3300018310547,"wiskundetoets WEL gehaald"
34,"vrouw","Aziatisch",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
46,"vrouw","Aziatisch",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
78,"vrouw","blank",4,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
33,"man","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
2,"man","blank",4,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
26,"vrouw","blank",4,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
92,"vrouw","blank",4,"publiek",33.7400016784668,"wiskundetoets niet gehaald"
94,"vrouw","blank",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
99,"vrouw","blank",4,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
24,"man","blank",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
31,"vrouw","blank",4,"publiek",60.7700004577637,"wiskundetoets WEL gehaald"
34,"vrouw","blank",4,"publiek",42.060001373291,"wiskundetoets niet gehaald"
76,"man","blank",4,"publiek",48.0299987792969,"wiskundetoets niet gehaald"
87,"man","zwart",4,"publiek",51.560001373291,"wiskundetoets niet gehaald"
83,"vrouw","blank",4,"publiek",36.1699981689453,"wiskundetoets niet gehaald"
0,"vrouw","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
1,"man","blank",4,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
81,"man","blank",4,"publiek",52.5900001525879,"wiskundetoets niet gehaald"
74,"man","blank",4,"publiek",55.1699981689453,"wiskundetoets WEL gehaald"
85,"vrouw","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
3,"man","Zuid-Amerikaans",4,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
35,"vrouw","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
65,"vrouw","blank",4,"publiek",54.9500007629395,"wiskundetoets niet gehaald"
52,"man","blank",4,"publiek",55.9799995422363,"wiskundetoets WEL gehaald"
65,"man","blank",4,"publiek",48.9799995422363,"wiskundetoets niet gehaald"
15,"vrouw","blank",4,"publiek",61.939998626709,"wiskundetoets WEL gehaald"
18,"vrouw","blank",4,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
38,"vrouw","blank",4,"publiek",40.8899993896484,"wiskundetoets niet gehaald"
40,"vrouw","blank",4,"publiek",53.7000007629395,"wiskundetoets niet gehaald"
76,"man","Aziatisch",4,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
78,"vrouw","blank",4,"publiek",70.3399963378906,"wiskundetoets WEL gehaald"
25,"vrouw","blank",4,"publiek",62.9799995422363,"wiskundetoets WEL gehaald"
7,"man","blank",4,"publiek",38.3800010681152,"wiskundetoets niet gehaald"
36,"vrouw","blank",4,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
46,"man","blank",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
16,"man","blank",4,"publiek",36.689998626709,"wiskundetoets niet gehaald"
32,"man","blank",4,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
35,"man","blank",4,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
45,"man","blank",4,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
99,"vrouw","blank",4,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
13,"man","blank",4,"publiek",42.2799987792969,"wiskundetoets niet gehaald"
6,"man","blank",4,"publiek",58.4099998474121,"wiskundetoets WEL gehaald"
28,"vrouw","blank",4,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
87,"man","blank",4,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
52,"man","blank",4,"publiek",58.4099998474121,"wiskundetoets WEL gehaald"
3,"man","blank",4,"publiek",51.4099998474121,"wiskundetoets niet gehaald"
13,"vrouw","Aziatisch",4,"publiek",65.0400009155273,"wiskundetoets WEL gehaald"
21,"vrouw","blank",4,"publiek",47.9500007629395,"wiskundetoets niet gehaald"
4,"vrouw","blank",4,"publiek",61.060001373291,"wiskundetoets WEL gehaald"
37,"man","blank",4,"publiek",46.7000007629395,"wiskundetoets niet gehaald"
78,"vrouw","blank",4,"publiek",50.4599990844727,"wiskundetoets niet gehaald"
32,"vrouw","zwart",4,"publiek",42.2799987792969,"wiskundetoets niet gehaald"
44,"vrouw","zwart",4,"publiek",47.5900001525879,"wiskundetoets niet gehaald"
47,"vrouw","blank",4,"publiek",50.6100006103516,"wiskundetoets niet gehaald"
57,"man","blank",4,"publiek",41.1800003051758,"wiskundetoets niet gehaald"
68,"man","blank",4,"publiek",40.8899993896484,"wiskundetoets niet gehaald"
6,"vrouw","blank",4,"publiek",65.3300018310547,"wiskundetoets WEL gehaald"
11,"vrouw","blank",4,"publiek",68.0599975585938,"wiskundetoets WEL gehaald"
87,"man","blank",4,"publiek",53.7000007629395,"wiskundetoets niet gehaald"
20,"man","blank",4,"publiek",48.25,"wiskundetoets niet gehaald"
58,"vrouw","Aziatisch",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
90,"man","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
10,"man","blank",4,"publiek",45.8899993896484,"wiskundetoets niet gehaald"
9,"man","blank",4,"publiek",60.7700004577637,"wiskundetoets WEL gehaald"
19,"vrouw","blank",4,"publiek",44.5699996948242,"wiskundetoets niet gehaald"
32,"vrouw","blank",4,"publiek",60.7700004577637,"wiskundetoets WEL gehaald"
50,"vrouw","blank",4,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
53,"man","blank",4,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
77,"vrouw","zwart",4,"publiek",31.5300006866455,"wiskundetoets niet gehaald"
59,"vrouw","zwart",4,"publiek",62.9799995422363,"wiskundetoets WEL gehaald"
63,"vrouw","blank",4,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
68,"vrouw","blank",4,"publiek",68.9400024414062,"wiskundetoets WEL gehaald"
13,"vrouw","blank",4,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
62,"vrouw","blank",4,"publiek",59.6599998474121,"wiskundetoets WEL gehaald"
86,"man","blank",4,"publiek",54.7999992370605,"wiskundetoets niet gehaald"
25,"vrouw","blank",4,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
33,"man","blank",4,"publiek",60.6199989318848,"wiskundetoets WEL gehaald"
42,"vrouw","blank",4,"publiek",59.1500015258789,"wiskundetoets WEL gehaald"
1,"man","blank",4,"publiek",71.2200012207031,"wiskundetoets WEL gehaald"
5,"man","blank",4,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
86,"man","blank",4,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
27,"vrouw","blank",4,"publiek",38.5999984741211,"wiskundetoets niet gehaald"
31,"man","zwart",4,"publiek",42.3600006103516,"wiskundetoets niet gehaald"
34,"man","zwart",4,"publiek",40.8899993896484,"wiskundetoets niet gehaald"
98,"vrouw","zwart",4,"publiek",36.1699981689453,"wiskundetoets niet gehaald"
15,"man","blank",4,"publiek",63.8600006103516,"wiskundetoets WEL gehaald"
29,"vrouw","blank",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
79,"vrouw","blank",4,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
94,"vrouw","blank",4,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
48,"man","blank",4,"publiek",43.4599990844727,"wiskundetoets niet gehaald"
43,"vrouw","Aziatisch",4,"publiek",46.6300010681152,"wiskundetoets niet gehaald"
7,"vrouw","blank",4,"publiek",58.6300010681152,"wiskundetoets WEL gehaald"
17,"vrouw","blank",4,"publiek",40.810001373291,"wiskundetoets niet gehaald"
27,"vrouw","Aziatisch",4,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
32,"man","blank",4,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
61,"vrouw","blank",4,"publiek",38.5299987792969,"wiskundetoets niet gehaald"
11,"man","blank",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
17,"man","blank",4,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
27,"vrouw","blank",4,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
44,"man","Zuid-Amerikaans",4,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
33,"vrouw","blank",4,"publiek",44.3499984741211,"wiskundetoets niet gehaald"
3,"vrouw","blank",4,"publiek",64.5199966430664,"wiskundetoets WEL gehaald"
16,"man","blank",4,"publiek",63.2700004577637,"wiskundetoets WEL gehaald"
24,"vrouw","blank",4,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
72,"man","blank",4,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
66,"man","blank",4,"publiek",66.5100021362305,"wiskundetoets WEL gehaald"
77,"man","blank",4,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
40,"man","blank",4,"publiek",57.1599998474121,"wiskundetoets WEL gehaald"
51,"man","blank",4,"publiek",41.8400001525879,"wiskundetoets niet gehaald"
74,"vrouw","blank",4,"prive katholiek",66.5800018310547,"wiskundetoets WEL gehaald"
63,"man","blank",4,"prive katholiek",63.2700004577637,"wiskundetoets WEL gehaald"
7,"vrouw","blank",4,"prive katholiek",62.1699981689453,"wiskundetoets WEL gehaald"
14,"man","blank",4,"prive katholiek",45.4500007629395,"wiskundetoets niet gehaald"
29,"vrouw","blank",4,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
41,"man","blank",4,"prive katholiek",39.9300003051758,"wiskundetoets niet gehaald"
48,"vrouw","blank",4,"prive katholiek",58.7000007629395,"wiskundetoets WEL gehaald"
73,"vrouw","blank",4,"prive katholiek",47,"wiskundetoets niet gehaald"
87,"vrouw","blank",4,"prive katholiek",43.0900001525879,"wiskundetoets niet gehaald"
89,"man","blank",4,"prive katholiek",53.6199989318848,"wiskundetoets niet gehaald"
17,"vrouw","blank",4,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
34,"vrouw","blank",4,"prive katholiek",56.0499992370605,"wiskundetoets WEL gehaald"
48,"man","Zuid-Amerikaans",4,"prive katholiek",54.7999992370605,"wiskundetoets niet gehaald"
76,"vrouw","blank",4,"prive katholiek",60.7700004577637,"wiskundetoets WEL gehaald"
66,"man","Zuid-Amerikaans",4,"prive katholiek",59.5900001525879,"wiskundetoets WEL gehaald"
33,"vrouw","blank",4,"prive katholiek",55.0200004577637,"wiskundetoets WEL gehaald"
5,"man","blank",4,"prive katholiek",65.4100036621094,"wiskundetoets WEL gehaald"
61,"vrouw","blank",4,"prive katholiek",51.2700004577637,"wiskundetoets niet gehaald"
26,"man","blank",4,"prive katholiek",57.5299987792969,"wiskundetoets WEL gehaald"
33,"man","blank",4,"prive katholiek",47.9500007629395,"wiskundetoets niet gehaald"
53,"vrouw","blank",4,"prive katholiek",53.7700004577637,"wiskundetoets niet gehaald"
43,"vrouw","blank",4,"prive katholiek",67.7600021362305,"wiskundetoets WEL gehaald"
4,"man","blank",4,"prive katholiek",61.8699989318848,"wiskundetoets WEL gehaald"
15,"man","blank",4,"prive katholiek",57.3800010681152,"wiskundetoets WEL gehaald"
35,"vrouw","blank",4,"prive katholiek",53.7700004577637,"wiskundetoets niet gehaald"
70,"man","blank",4,"prive katholiek",57.5299987792969,"wiskundetoets WEL gehaald"
89,"vrouw","Aziatisch",4,"prive katholiek",56.939998626709,"wiskundetoets WEL gehaald"
91,"vrouw","blank",4,"prive katholiek",60.6199989318848,"wiskundetoets WEL gehaald"
88,"vrouw","blank",4,"prive katholiek",60.689998626709,"wiskundetoets WEL gehaald"
96,"vrouw","blank",4,"prive katholiek",57.2299995422363,"wiskundetoets WEL gehaald"
10,"vrouw","blank",4,"prive katholiek",67.6900024414062,"wiskundetoets WEL gehaald"
11,"man","blank",4,"prive katholiek",56.939998626709,"wiskundetoets WEL gehaald"
31,"vrouw","Zuid-Amerikaans",4,"prive katholiek",66.5100021362305,"wiskundetoets WEL gehaald"
75,"vrouw","blank",4,"prive katholiek",43.9000015258789,"wiskundetoets niet gehaald"
91,"man","Aziatisch",4,"prive katholiek",68.9400024414062,"wiskundetoets WEL gehaald"
81,"man","blank",4,"prive katholiek",49.1300010681152,"wiskundetoets niet gehaald"
90,"vrouw","blank",4,"prive katholiek",55.0200004577637,"wiskundetoets WEL gehaald"
31,"vrouw","zwart",4,"prive katholiek",32.7099990844727,"wiskundetoets niet gehaald"
3,"vrouw","blank",4,"prive katholiek",52.5200004577637,"wiskundetoets niet gehaald"
41,"man","blank",4,"prive katholiek",41.1100006103516,"wiskundetoets niet gehaald"
61,"vrouw","blank",4,"prive katholiek",44.5699996948242,"wiskundetoets niet gehaald"
